year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2021,5146038,270,Highland,Kingussie High School,Secondary,trend,Pupil Numbers,416,
2021,5146038,270,Highland,Kingussie High School,Secondary,trend,Teacher Numbers (FTE),39.8,
2021,5146038,270,Highland,Kingussie High School,Secondary,trend,Pupil Teacher Ratio,10.5,
2021,5146038,270,Highland,Kingussie High School,Secondary,trend,Average Class,0,
2022,5146038,270,Highland,Kingussie High School,Secondary,trend,Pupil Numbers,413,
2022,5146038,270,Highland,Kingussie High School,Secondary,trend,Teacher Numbers (FTE),41,
2022,5146038,270,Highland,Kingussie High School,Secondary,trend,Pupil Teacher Ratio,10.1,
2022,5146038,270,Highland,Kingussie High School,Secondary,trend,Average Class,0,
2022,5146038,270,Highland,Kingussie High School,Secondary,sex,Female,40-50%,
2022,5146038,270,Highland,Kingussie High School,Secondary,sex,Male,50-60%,
2022,5146038,270,Highland,Kingussie High School,Secondary,stage,S1,16.9%,
2022,5146038,270,Highland,Kingussie High School,Secondary,stage,S2,18.9%,
2022,5146038,270,Highland,Kingussie High School,Secondary,stage,S3,14.8%,
2022,5146038,270,Highland,Kingussie High School,Secondary,stage,S4,21.3%,
2022,5146038,270,Highland,Kingussie High School,Secondary,stage,S5,15.7%,
2022,5146038,270,Highland,Kingussie High School,Secondary,stage,S6,12.3%,
2022,5146038,270,Highland,Kingussie High School,Secondary,additional_support_needs,ASN,50-60%,
2022,5146038,270,Highland,Kingussie High School,Secondary,additional_support_needs,No ASN,40-50%,
2022,5146038,270,Highland,Kingussie High School,Secondary,english_additional_language,EAL,10-20%,
2022,5146038,270,Highland,Kingussie High School,Secondary,english_additional_language,No EAL,80-90%,
2022,5146038,270,Highland,Kingussie High School,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5146038,270,Highland,Kingussie High School,Secondary,deprivation,SIMD Q1,0-10%,
2022,5146038,270,Highland,Kingussie High School,Secondary,deprivation,SIMD Q2,0-10%,
2022,5146038,270,Highland,Kingussie High School,Secondary,deprivation,SIMD Q3,30-40%,
2022,5146038,270,Highland,Kingussie High School,Secondary,deprivation,SIMD Q4,60-70%,
2022,5146038,270,Highland,Kingussie High School,Secondary,deprivation,SIMD Q5,0-10%,
2022,5146038,270,Highland,Kingussie High School,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5146038,270,Highland,Kingussie High School,Secondary,ethnicity,Ethnic Minority,0-10%,
2022,5146038,270,Highland,Kingussie High School,Secondary,ethnicity,White UK,70-80%,
2022,5146038,270,Highland,Kingussie High School,Secondary,ethnicity,White Other,10-20%,
2022,5146038,270,Highland,Kingussie High School,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5146038,270,Highland,Kingussie High School,Secondary,urban_rural,Rural,60-70%,
