year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2021,5143934,270,Highland,Culloden Academy,Secondary,trend,Pupil Numbers,"1,081",
2021,5143934,270,Highland,Culloden Academy,Secondary,trend,Teacher Numbers (FTE),79.9,
2021,5143934,270,Highland,Culloden Academy,Secondary,trend,Pupil Teacher Ratio,13.5,
2021,5143934,270,Highland,Culloden Academy,Secondary,trend,Average Class,0,
2022,5143934,270,Highland,Culloden Academy,Secondary,trend,Pupil Numbers,"1,115",
2022,5143934,270,Highland,Culloden Academy,Secondary,trend,Teacher Numbers (FTE),81.7,
2022,5143934,270,Highland,Culloden Academy,Secondary,trend,Pupil Teacher Ratio,13.6,
2022,5143934,270,Highland,Culloden Academy,Secondary,trend,Average Class,0,
2022,5143934,270,Highland,Culloden Academy,Secondary,sex,Female,40-50%,
2022,5143934,270,Highland,Culloden Academy,Secondary,sex,Male,50-60%,
2022,5143934,270,Highland,Culloden Academy,Secondary,stage,S1,19.2%,
2022,5143934,270,Highland,Culloden Academy,Secondary,stage,S2,17.1%,
2022,5143934,270,Highland,Culloden Academy,Secondary,stage,S3,19.6%,
2022,5143934,270,Highland,Culloden Academy,Secondary,stage,S4,18.9%,
2022,5143934,270,Highland,Culloden Academy,Secondary,stage,S5,15.8%,
2022,5143934,270,Highland,Culloden Academy,Secondary,stage,S6,9.3%,
2022,5143934,270,Highland,Culloden Academy,Secondary,additional_support_needs,ASN,40-50%,
2022,5143934,270,Highland,Culloden Academy,Secondary,additional_support_needs,No ASN,50-60%,
2022,5143934,270,Highland,Culloden Academy,Secondary,english_additional_language,EAL,0-10%,
2022,5143934,270,Highland,Culloden Academy,Secondary,english_additional_language,No EAL,90+%,
2022,5143934,270,Highland,Culloden Academy,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5143934,270,Highland,Culloden Academy,Secondary,deprivation,SIMD Q1,0-10%,
2022,5143934,270,Highland,Culloden Academy,Secondary,deprivation,SIMD Q2,10-20%,
2022,5143934,270,Highland,Culloden Academy,Secondary,deprivation,SIMD Q3,20-30%,
2022,5143934,270,Highland,Culloden Academy,Secondary,deprivation,SIMD Q4,30-40%,
2022,5143934,270,Highland,Culloden Academy,Secondary,deprivation,SIMD Q5,20-30%,
2022,5143934,270,Highland,Culloden Academy,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5143934,270,Highland,Culloden Academy,Secondary,ethnicity,Ethnic Minority,0-10%,
2022,5143934,270,Highland,Culloden Academy,Secondary,ethnicity,White UK,80-90%,
2022,5143934,270,Highland,Culloden Academy,Secondary,ethnicity,White Other,0-10%,
2022,5143934,270,Highland,Culloden Academy,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5143934,270,Highland,Culloden Academy,Secondary,urban_rural,Rural,20-30%,
2022,5143934,270,Highland,Culloden Academy,Secondary,urban_rural,Small Town,0-10%,
2022,5143934,270,Highland,Culloden Academy,Secondary,urban_rural,Urban,70-80%,
2022,5143934,270,Highland,Culloden Academy,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5143934,270,Highland,Culloden Academy,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5143934,270,Highland,Culloden Academy,Secondary,free_school_meals,FSM,0-10%,
2022,5143934,270,Highland,Culloden Academy,Secondary,free_school_meals,No FSM,90+%,
2020,5143934,270,Highland,Culloden Academy,Secondary,trend,Pupil Numbers,"1,117",
2020,5143934,270,Highland,Culloden Academy,Secondary,trend,Teacher Numbers (FTE),72.9,
2020,5143934,270,Highland,Culloden Academy,Secondary,trend,Pupil Teacher Ratio,15.3,
2020,5143934,270,Highland,Culloden Academy,Secondary,trend,Average Class,0,
2018,5143934,270,Highland,Culloden Academy,Secondary,trend,Pupil Numbers,"1,026",
2018,5143934,270,Highland,Culloden Academy,Secondary,trend,Teacher Numbers (FTE),70.9,
2018,5143934,270,Highland,Culloden Academy,Secondary,trend,Pupil Teacher Ratio,14.5,
2018,5143934,270,Highland,Culloden Academy,Secondary,trend,Average Class,0,
2017,5143934,270,Highland,Culloden Academy,Secondary,trend,Pupil Numbers,"1,019",
2017,5143934,270,Highland,Culloden Academy,Secondary,trend,Teacher Numbers (FTE),75,
