year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2021,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Numbers,"1,237",
2021,5142830,270,Highland,Millburn Academy,Secondary,trend,Teacher Numbers (FTE),91.7,
2021,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Teacher Ratio,13.5,
2021,5142830,270,Highland,Millburn Academy,Secondary,trend,Average Class,0,
2022,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Numbers,"1,246",
2022,5142830,270,Highland,Millburn Academy,Secondary,trend,Teacher Numbers (FTE),97.3,
2022,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Teacher Ratio,12.8,
2022,5142830,270,Highland,Millburn Academy,Secondary,trend,Average Class,0,
2022,5142830,270,Highland,Millburn Academy,Secondary,sex,Female,40-50%,
2022,5142830,270,Highland,Millburn Academy,Secondary,sex,Male,50-60%,
2022,5142830,270,Highland,Millburn Academy,Secondary,stage,S1,18.2%,
2022,5142830,270,Highland,Millburn Academy,Secondary,stage,S2,18.9%,
2022,5142830,270,Highland,Millburn Academy,Secondary,stage,S3,18.9%,
2022,5142830,270,Highland,Millburn Academy,Secondary,stage,S4,16.9%,
2022,5142830,270,Highland,Millburn Academy,Secondary,stage,S5,15.9%,
2022,5142830,270,Highland,Millburn Academy,Secondary,stage,S6,11.3%,
2022,5142830,270,Highland,Millburn Academy,Secondary,additional_support_needs,ASN,50-60%,
2022,5142830,270,Highland,Millburn Academy,Secondary,additional_support_needs,No ASN,40-50%,
2022,5142830,270,Highland,Millburn Academy,Secondary,english_additional_language,EAL,0-10%,
2022,5142830,270,Highland,Millburn Academy,Secondary,english_additional_language,No EAL,90+%,
2022,5142830,270,Highland,Millburn Academy,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5142830,270,Highland,Millburn Academy,Secondary,deprivation,SIMD Q1,0-10%,
2022,5142830,270,Highland,Millburn Academy,Secondary,deprivation,SIMD Q2,0-10%,
2022,5142830,270,Highland,Millburn Academy,Secondary,deprivation,SIMD Q3,10-20%,
2022,5142830,270,Highland,Millburn Academy,Secondary,deprivation,SIMD Q4,40-50%,
2022,5142830,270,Highland,Millburn Academy,Secondary,deprivation,SIMD Q5,20-30%,
2022,5142830,270,Highland,Millburn Academy,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5142830,270,Highland,Millburn Academy,Secondary,ethnicity,Ethnic Minority,0-10%,
2022,5142830,270,Highland,Millburn Academy,Secondary,ethnicity,White UK,70-80%,
2022,5142830,270,Highland,Millburn Academy,Secondary,ethnicity,White Other,10-20%,
2022,5142830,270,Highland,Millburn Academy,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5142830,270,Highland,Millburn Academy,Secondary,urban_rural,Rural,10-20%,
2022,5142830,270,Highland,Millburn Academy,Secondary,urban_rural,Small Town,0-10%,
2022,5142830,270,Highland,Millburn Academy,Secondary,urban_rural,Urban,80-90%,
2022,5142830,270,Highland,Millburn Academy,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5142830,270,Highland,Millburn Academy,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5142830,270,Highland,Millburn Academy,Secondary,free_school_meals,FSM,0-10%,
2022,5142830,270,Highland,Millburn Academy,Secondary,free_school_meals,No FSM,90+%,
2020,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Numbers,"1,177",
2020,5142830,270,Highland,Millburn Academy,Secondary,trend,Teacher Numbers (FTE),80.4,
2020,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Teacher Ratio,14.6,
2020,5142830,270,Highland,Millburn Academy,Secondary,trend,Average Class,0,
2018,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Numbers,"1,118",
2018,5142830,270,Highland,Millburn Academy,Secondary,trend,Teacher Numbers (FTE),82.9,
2018,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Teacher Ratio,13.5,
2018,5142830,270,Highland,Millburn Academy,Secondary,trend,Average Class,0,
2017,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Numbers,"1,109",
2017,5142830,270,Highland,Millburn Academy,Secondary,trend,Teacher Numbers (FTE),80.6,
2017,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Teacher Ratio,13.8,
2017,5142830,270,Highland,Millburn Academy,Secondary,trend,Average Class,0,
2016,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Numbers,"1,101",
2016,5142830,270,Highland,Millburn Academy,Secondary,trend,Teacher Numbers (FTE),81.1,
2016,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Teacher Ratio,13.6,
2016,5142830,270,Highland,Millburn Academy,Secondary,trend,Average Class,0,
2015,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Numbers,"1,118",
2015,5142830,270,Highland,Millburn Academy,Secondary,trend,Teacher Numbers (FTE),79.7,
2015,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Teacher Ratio,14,
2015,5142830,270,Highland,Millburn Academy,Secondary,trend,Average Class,0,
2014,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Numbers,"1,140",
2014,5142830,270,Highland,Millburn Academy,Secondary,trend,Teacher Numbers (FTE),84.3,
2014,5142830,270,Highland,Millburn Academy,Secondary,trend,Pupil Teacher Ratio,13.5,
2014,5142830,270,Highland,Millburn Academy,Secondary,trend,Average Class,0,
