year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2021,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Pupil Numbers,355,
2021,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Teacher Numbers (FTE),33.1,
2021,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Pupil Teacher Ratio,10.7,
2021,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Average Class,0,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Pupil Numbers,353,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Teacher Numbers (FTE),35.8,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Pupil Teacher Ratio,9.9,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Average Class,0,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,sex,Female,40-50%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,sex,Male,50-60%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,stage,S1,15%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,stage,S2,16.1%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,stage,S3,18.4%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,stage,S4,20.7%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,stage,S5,16.7%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,stage,S6,13%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,additional_support_needs,ASN,50-60%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,additional_support_needs,No ASN,40-50%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,english_additional_language,EAL,0-10%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,english_additional_language,No EAL,90+%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,deprivation,SIMD Q1,0-10%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,deprivation,SIMD Q2,0-10%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,deprivation,SIMD Q3,10-20%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,deprivation,SIMD Q4,80-90%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,deprivation,SIMD Q5,0-10%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,ethnicity,Ethnic Minority,0-10%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,ethnicity,White UK,90+%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,ethnicity,White Other,0-10%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,urban_rural,Rural,90+%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,urban_rural,Small Town,0-10%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,urban_rural,Urban,0-10%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,free_school_meals,FSM,0-10%,
2022,5150132,270,Highland,Grantown Grammar School,Secondary,free_school_meals,No FSM,90+%,
2020,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Pupil Numbers,361,
2020,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Teacher Numbers (FTE),34.8,
2020,5150132,270,Highland,Grantown Grammar School,Secondary,trend,Pupil Teacher Ratio,10.4,
