year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2021,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,473,
2021,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),35.3,
2021,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,13.4,
2021,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
2022,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,488,
2022,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),38.6,
2022,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,12.6,
2022,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
2022,5120136,270,Highland,Alness Academy,Secondary,sex,Female,40-50%,
2022,5120136,270,Highland,Alness Academy,Secondary,sex,Male,50-60%,
2022,5120136,270,Highland,Alness Academy,Secondary,stage,S1,18.9%,
2022,5120136,270,Highland,Alness Academy,Secondary,stage,S2,22.7%,
2022,5120136,270,Highland,Alness Academy,Secondary,stage,S3,20.1%,
2022,5120136,270,Highland,Alness Academy,Secondary,stage,S4,19.7%,
2022,5120136,270,Highland,Alness Academy,Secondary,stage,S5,12.3%,
2022,5120136,270,Highland,Alness Academy,Secondary,stage,S6,6.4%,
2022,5120136,270,Highland,Alness Academy,Secondary,additional_support_needs,ASN,50-60%,
2022,5120136,270,Highland,Alness Academy,Secondary,additional_support_needs,No ASN,40-50%,
2022,5120136,270,Highland,Alness Academy,Secondary,english_additional_language,EAL,0-10%,
2022,5120136,270,Highland,Alness Academy,Secondary,english_additional_language,No EAL,90+%,
2022,5120136,270,Highland,Alness Academy,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5120136,270,Highland,Alness Academy,Secondary,deprivation,SIMD Q1,40-50%,
2022,5120136,270,Highland,Alness Academy,Secondary,deprivation,SIMD Q2,20-30%,
2022,5120136,270,Highland,Alness Academy,Secondary,deprivation,SIMD Q3,20-30%,
2022,5120136,270,Highland,Alness Academy,Secondary,deprivation,SIMD Q4,0-10%,
2022,5120136,270,Highland,Alness Academy,Secondary,deprivation,SIMD Q5,0-10%,
2022,5120136,270,Highland,Alness Academy,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5120136,270,Highland,Alness Academy,Secondary,ethnicity,Ethnic Minority,0-10%,
2022,5120136,270,Highland,Alness Academy,Secondary,ethnicity,White UK,80-90%,
2022,5120136,270,Highland,Alness Academy,Secondary,ethnicity,White Other,10-20%,
2022,5120136,270,Highland,Alness Academy,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5120136,270,Highland,Alness Academy,Secondary,urban_rural,Rural,20-30%,
2022,5120136,270,Highland,Alness Academy,Secondary,urban_rural,Small Town,70-80%,
2022,5120136,270,Highland,Alness Academy,Secondary,urban_rural,Urban,0-10%,
2022,5120136,270,Highland,Alness Academy,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5120136,270,Highland,Alness Academy,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5120136,270,Highland,Alness Academy,Secondary,free_school_meals,FSM,10-20%,
2022,5120136,270,Highland,Alness Academy,Secondary,free_school_meals,No FSM,80-90%,
2020,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,424,
2020,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),39,
2020,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,10.9,
2020,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
2018,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,382,
2018,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),38.8,
2018,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,9.8,
2018,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
2017,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,416,
2017,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),35.8,
2017,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,11.6,
2017,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
2016,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,417,
2016,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),37.8,
2016,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,11,
2016,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
2015,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,427,
2015,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),46.6,
2015,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,9.2,
2015,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
2014,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,444,
2014,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),45.4,
2014,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,9.8,
2014,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
2013,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,469,
2013,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),42.5,
2013,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,11,
2013,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
2012,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,466,
2012,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),47.6,
2012,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,9.8,
2012,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
2011,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,476,
2011,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),43.7,
2011,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,10.9,
2011,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
2010,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,495,
2010,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),49.9,
2010,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,9.9,
2010,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
2009,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,500,
2009,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),50.2,
2009,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,10,
2009,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
2019,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Numbers,410,
2019,5120136,270,Highland,Alness Academy,Secondary,trend,Teacher Numbers (FTE),35.6,
2019,5120136,270,Highland,Alness Academy,Secondary,trend,Pupil Teacher Ratio,11.5,
2019,5120136,270,Highland,Alness Academy,Secondary,trend,Average Class,0,
