year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2021,5135532,270,Highland,Kinlochleven High School,Secondary,trend,Pupil Numbers,134,
2021,5135532,270,Highland,Kinlochleven High School,Secondary,trend,Teacher Numbers (FTE),18.8,
2021,5135532,270,Highland,Kinlochleven High School,Secondary,trend,Pupil Teacher Ratio,7.1,
2021,5135532,270,Highland,Kinlochleven High School,Secondary,trend,Average Class,0,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,trend,Pupil Numbers,135,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,trend,Teacher Numbers (FTE),18.2,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,trend,Pupil Teacher Ratio,7.4,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,trend,Average Class,0,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,sex,Female,40-50%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,sex,Male,50-60%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,stage,S1,17.8%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,stage,S2,18.5%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,stage,S3,23%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,stage,S4,15.6%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,stage,S5,16.3%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,stage,S6,8.9%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,additional_support_needs,ASN,50-60%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,additional_support_needs,No ASN,40-50%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,english_additional_language,EAL,0-10%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,english_additional_language,No EAL,90+%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,deprivation,SIMD Q1,0-10%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,deprivation,SIMD Q2,40-50%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,deprivation,SIMD Q3,20-30%,
2022,5135532,270,Highland,Kinlochleven High School,Secondary,deprivation,SIMD Q4,30-40%,
