year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2021,5123437,270,Highland,Plockton High School,Secondary,trend,Pupil Numbers,254,
2021,5123437,270,Highland,Plockton High School,Secondary,trend,Teacher Numbers (FTE),27.7,
2021,5123437,270,Highland,Plockton High School,Secondary,trend,Pupil Teacher Ratio,9.2,
2021,5123437,270,Highland,Plockton High School,Secondary,trend,Average Class,0,
2022,5123437,270,Highland,Plockton High School,Secondary,trend,Pupil Numbers,224,
2022,5123437,270,Highland,Plockton High School,Secondary,trend,Teacher Numbers (FTE),26.6,
2022,5123437,270,Highland,Plockton High School,Secondary,trend,Pupil Teacher Ratio,8.4,
2022,5123437,270,Highland,Plockton High School,Secondary,trend,Average Class,0,
2022,5123437,270,Highland,Plockton High School,Secondary,sex,Female,50-60%,
2022,5123437,270,Highland,Plockton High School,Secondary,sex,Male,40-50%,
2022,5123437,270,Highland,Plockton High School,Secondary,stage,S1,14.3%,
2022,5123437,270,Highland,Plockton High School,Secondary,stage,S2,19.2%,
2022,5123437,270,Highland,Plockton High School,Secondary,stage,S3,17%,
2022,5123437,270,Highland,Plockton High School,Secondary,stage,S4,19.2%,
2022,5123437,270,Highland,Plockton High School,Secondary,stage,S5,17.9%,
2022,5123437,270,Highland,Plockton High School,Secondary,stage,S6,12.5%,
2022,5123437,270,Highland,Plockton High School,Secondary,additional_support_needs,ASN,40-50%,
2022,5123437,270,Highland,Plockton High School,Secondary,additional_support_needs,No ASN,50-60%,
2022,5123437,270,Highland,Plockton High School,Secondary,english_additional_language,EAL,0-10%,
2022,5123437,270,Highland,Plockton High School,Secondary,english_additional_language,No EAL,90+%,
2022,5123437,270,Highland,Plockton High School,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5123437,270,Highland,Plockton High School,Secondary,deprivation,SIMD Q1,0-10%,
2022,5123437,270,Highland,Plockton High School,Secondary,deprivation,SIMD Q2,10-20%,
2022,5123437,270,Highland,Plockton High School,Secondary,deprivation,SIMD Q3,60-70%,
2022,5123437,270,Highland,Plockton High School,Secondary,deprivation,SIMD Q4,20-30%,
2022,5123437,270,Highland,Plockton High School,Secondary,deprivation,SIMD Q5,0-10%,
2022,5123437,270,Highland,Plockton High School,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5123437,270,Highland,Plockton High School,Secondary,ethnicity,Ethnic Minority,0-10%,
2022,5123437,270,Highland,Plockton High School,Secondary,ethnicity,White UK,90+%,
2022,5123437,270,Highland,Plockton High School,Secondary,ethnicity,White Other,0-10%,
2022,5123437,270,Highland,Plockton High School,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5123437,270,Highland,Plockton High School,Secondary,urban_rural,Rural,90+%,
2022,5123437,270,Highland,Plockton High School,Secondary,urban_rural,Small Town,0-10%,
2022,5123437,270,Highland,Plockton High School,Secondary,urban_rural,Urban,0-10%,
2022,5123437,270,Highland,Plockton High School,Secondary,gaelic,Taught in Gaelic,40-50%,
2022,5123437,270,Highland,Plockton High School,Secondary,gaelic,Not Taught in Gaelic,50-60%,
2022,5123437,270,Highland,Plockton High School,Secondary,free_school_meals,FSM,0-10%,
2022,5123437,270,Highland,Plockton High School,Secondary,free_school_meals,No FSM,90+%,
2020,5123437,270,Highland,Plockton High School,Secondary,trend,Pupil Numbers,255,
2020,5123437,270,Highland,Plockton High School,Secondary,trend,Teacher Numbers (FTE),25.5,
2020,5123437,270,Highland,Plockton High School,Secondary,trend,Pupil Teacher Ratio,10,
2020,5123437,270,Highland,Plockton High School,Secondary,trend,Average Class,0,
2018,5123437,270,Highland,Plockton High School,Secondary,trend,Pupil Numbers,270,
2018,5123437,270,Highland,Plockton High School,Secondary,trend,Teacher Numbers (FTE),28.3,
2018,5123437,270,Highland,Plockton High School,Secondary,trend,Pupil Teacher Ratio,9.5,
2018,5123437,270,Highland,Plockton High School,Secondary,trend,Average Class,0,
2017,5123437,270,Highland,Plockton High School,Secondary,trend,Pupil Numbers,283,
2017,5123437,270,Highland,Plockton High School,Secondary,trend,Teacher Numbers (FTE),28.6,
2017,5123437,270,Highland,Plockton High School,Secondary,trend,Pupil Teacher Ratio,9.9,
2017,5123437,270,Highland,Plockton High School,Secondary,trend,Average Class,0,
2016,5123437,270,Highland,Plockton High School,Secondary,trend,Pupil Numbers,283,
2016,5123437,270,Highland,Plockton High School,Secondary,trend,Teacher Numbers (FTE),28.4,
2016,5123437,270,Highland,Plockton High School,Secondary,trend,Pupil Teacher Ratio,10,
2016,5123437,270,Highland,Plockton High School,Secondary,trend,Average Class,0,
