year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2021,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,212,
2021,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),21.6,
2021,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,9.8,
2021,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,208,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),22.6,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,9.2,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,sex,Female,40-50%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,sex,Male,50-60%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,stage,S1,16.8%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,stage,S2,14.4%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,stage,S3,19.2%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,stage,S4,21.2%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,stage,S5,13.9%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,stage,S6,14.4%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,additional_support_needs,ASN,50-60%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,additional_support_needs,No ASN,40-50%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,english_additional_language,EAL,0-10%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,english_additional_language,No EAL,90+%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,deprivation,SIMD Q1,0-10%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,deprivation,SIMD Q2,0-10%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,deprivation,SIMD Q3,40-50%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,deprivation,SIMD Q4,50-60%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,deprivation,SIMD Q5,0-10%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,ethnicity,Ethnic Minority,0-10%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,ethnicity,White UK,90+%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,ethnicity,White Other,0-10%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,urban_rural,Rural,90+%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,urban_rural,Small Town,0-10%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,urban_rural,Urban,0-10%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,free_school_meals,FSM,0-10%,
2022,5142539,270,Highland,Glen Urquhart High School,Secondary,free_school_meals,No FSM,90+%,
2020,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,208,
2020,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),21.4,
2020,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,9.7,
2020,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
2018,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,203,
2018,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),22.7,
2018,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,8.9,
2018,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
2017,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,211,
2017,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),22.8,
2017,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,9.2,
2017,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
2016,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,222,
2016,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),22.9,
2016,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,9.7,
2016,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
2015,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,226,
2015,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),22,
2015,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,10.3,
2015,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
2014,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,214,
2014,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),22.3,
2014,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,9.6,
2014,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
2013,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,210,
2013,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),22.7,
2013,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,9.3,
2013,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
2012,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,198,
2012,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),22,
2012,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,9,
2012,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
2011,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,216,
2011,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),21.7,
2011,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,10,
2011,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
2010,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,219,
2010,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),22.6,
2010,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,9.7,
2010,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
2009,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,238,
2009,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),23,
2009,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,10.4,
2009,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
2019,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Numbers,208,
2019,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Teacher Numbers (FTE),22.8,
2019,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Pupil Teacher Ratio,9.1,
2019,5142539,270,Highland,Glen Urquhart High School,Secondary,trend,Average Class,0,
