year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2021,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Numbers,196,
2021,5119936,270,Highland,Ullapool High School,Secondary,trend,Teacher Numbers (FTE),23,
2021,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Teacher Ratio,8.5,
2021,5119936,270,Highland,Ullapool High School,Secondary,trend,Average Class,0,
2022,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Numbers,184,
2022,5119936,270,Highland,Ullapool High School,Secondary,trend,Teacher Numbers (FTE),22.8,
2022,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Teacher Ratio,8.1,
2022,5119936,270,Highland,Ullapool High School,Secondary,trend,Average Class,0,
2022,5119936,270,Highland,Ullapool High School,Secondary,sex,Female,50-60%,
2022,5119936,270,Highland,Ullapool High School,Secondary,sex,Male,50-60%,
2022,5119936,270,Highland,Ullapool High School,Secondary,stage,S1,14.7%,
2022,5119936,270,Highland,Ullapool High School,Secondary,stage,S2,18.5%,
2022,5119936,270,Highland,Ullapool High School,Secondary,stage,S3,17.4%,
2022,5119936,270,Highland,Ullapool High School,Secondary,stage,S4,17.9%,
2022,5119936,270,Highland,Ullapool High School,Secondary,stage,S5,17.4%,
2022,5119936,270,Highland,Ullapool High School,Secondary,stage,S6,14.1%,
2022,5119936,270,Highland,Ullapool High School,Secondary,additional_support_needs,ASN,40-50%,
2022,5119936,270,Highland,Ullapool High School,Secondary,additional_support_needs,No ASN,50-60%,
2022,5119936,270,Highland,Ullapool High School,Secondary,english_additional_language,EAL,0-10%,
2022,5119936,270,Highland,Ullapool High School,Secondary,english_additional_language,No EAL,90+%,
2022,5119936,270,Highland,Ullapool High School,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5119936,270,Highland,Ullapool High School,Secondary,deprivation,SIMD Q1,0-10%,
2022,5119936,270,Highland,Ullapool High School,Secondary,deprivation,SIMD Q2,10-20%,
2022,5119936,270,Highland,Ullapool High School,Secondary,deprivation,SIMD Q3,40-50%,
2022,5119936,270,Highland,Ullapool High School,Secondary,deprivation,SIMD Q4,40-50%,
2022,5119936,270,Highland,Ullapool High School,Secondary,deprivation,SIMD Q5,0-10%,
2022,5119936,270,Highland,Ullapool High School,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5119936,270,Highland,Ullapool High School,Secondary,ethnicity,Ethnic Minority,0-10%,
2022,5119936,270,Highland,Ullapool High School,Secondary,ethnicity,White UK,90+%,
2022,5119936,270,Highland,Ullapool High School,Secondary,ethnicity,White Other,0-10%,
2022,5119936,270,Highland,Ullapool High School,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5119936,270,Highland,Ullapool High School,Secondary,urban_rural,Rural,90+%,
2022,5119936,270,Highland,Ullapool High School,Secondary,urban_rural,Small Town,0-10%,
2022,5119936,270,Highland,Ullapool High School,Secondary,urban_rural,Urban,0-10%,
2022,5119936,270,Highland,Ullapool High School,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5119936,270,Highland,Ullapool High School,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5119936,270,Highland,Ullapool High School,Secondary,free_school_meals,FSM,0-10%,
2022,5119936,270,Highland,Ullapool High School,Secondary,free_school_meals,No FSM,90+%,
2020,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Numbers,194,
2020,5119936,270,Highland,Ullapool High School,Secondary,trend,Teacher Numbers (FTE),23.6,
2020,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Teacher Ratio,8.2,
2020,5119936,270,Highland,Ullapool High School,Secondary,trend,Average Class,0,
2018,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Numbers,198,
2018,5119936,270,Highland,Ullapool High School,Secondary,trend,Teacher Numbers (FTE),24.1,
2018,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Teacher Ratio,8.2,
2018,5119936,270,Highland,Ullapool High School,Secondary,trend,Average Class,0,
2017,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Numbers,199,
2017,5119936,270,Highland,Ullapool High School,Secondary,trend,Teacher Numbers (FTE),23.4,
2017,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Teacher Ratio,8.5,
2017,5119936,270,Highland,Ullapool High School,Secondary,trend,Average Class,0,
2016,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Numbers,227,
2016,5119936,270,Highland,Ullapool High School,Secondary,trend,Teacher Numbers (FTE),26.9,
2016,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Teacher Ratio,8.4,
2016,5119936,270,Highland,Ullapool High School,Secondary,trend,Average Class,0,
2015,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Numbers,227,
2015,5119936,270,Highland,Ullapool High School,Secondary,trend,Teacher Numbers (FTE),25.7,
2015,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Teacher Ratio,8.8,
2015,5119936,270,Highland,Ullapool High School,Secondary,trend,Average Class,0,
2014,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Numbers,257,
2014,5119936,270,Highland,Ullapool High School,Secondary,trend,Teacher Numbers (FTE),29.2,
2014,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Teacher Ratio,8.8,
2014,5119936,270,Highland,Ullapool High School,Secondary,trend,Average Class,0,
2013,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Numbers,252,
2013,5119936,270,Highland,Ullapool High School,Secondary,trend,Teacher Numbers (FTE),26.7,
2013,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Teacher Ratio,9.4,
2013,5119936,270,Highland,Ullapool High School,Secondary,trend,Average Class,0,
2012,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Numbers,252,
2012,5119936,270,Highland,Ullapool High School,Secondary,trend,Teacher Numbers (FTE),27.8,
2012,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Teacher Ratio,9.1,
2012,5119936,270,Highland,Ullapool High School,Secondary,trend,Average Class,0,
2011,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Numbers,256,
2011,5119936,270,Highland,Ullapool High School,Secondary,trend,Teacher Numbers (FTE),27.9,
2011,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Teacher Ratio,9.2,
2011,5119936,270,Highland,Ullapool High School,Secondary,trend,Average Class,0,
2010,5119936,270,Highland,Ullapool High School,Secondary,trend,Pupil Numbers,250,
